pmid	pair_id	set	DS.score.pred	up_ccline
20565848	A0A087WSY1_Q9UKA9	DSP predicted	1	no
20565848	A0A087WSY1_X5D2R1	DSP predicted	1	no
20565848	A0A087WSY1_X5D7M5	DSP predicted	1	no
20565848	A0A087WSY1_X5DNW6	DSP predicted	1	no
20565848	A0A087WWU8_L7RTG7	DSP predicted	1	no
20565848	A0A087WWU8_Q6PKX4	DSP predicted	1	no
20565848	A0A087WWU8_Q8WU20	DSP predicted	1	no
20565848	A0A087WWU8_Q9P2X3	DSP predicted	1	no
20565848	A0A0S2Z4G4_L7RTG7	DSP predicted	1	no
20565848	A0A0S2Z4G4_Q6PKX4	DSP predicted	1	no
20565848	A0A0S2Z4G4_Q8WU20	DSP predicted	1	no
20565848	A0A0S2Z4G4_Q9P2X3	DSP predicted	1	no
20565848	A0A0S2Z4I4_L7RTG7	DSP predicted	1	no
20565848	A0A0S2Z4I4_Q6PKX4	DSP predicted	1	no
20565848	A0A0S2Z4I4_Q8WU20	DSP predicted	1	no
20565848	A0A0S2Z4I4_Q9P2X3	DSP predicted	1	no
20565848	A0A0S2Z4Y3_B3KP83	DSP predicted	1	no
20565848	A0A0S2Z4Y3_B4DJN1	DSP predicted	1	no
20565848	A0A0S2Z4Y3_H3BQ19	DSP predicted	1	no
20565848	A0A0S2Z4Y3_Q14CB2	DSP predicted	1	no
20565848	A0A0S2Z4Y3_Q2TA81	DSP predicted	1	no
20565848	A0A0S2Z4Y3_Q6PKX4	DSP predicted	1	no
20565848	A0A0S2Z4Y3_Q8TEW6	DSP predicted	1	no
20565848	A0A0S2Z4Y3_Q92835	DSP predicted	1	no
20565848	A0A0S2Z4Y3_Q99704	DSP predicted	1	no
20565848	A0A0S2Z4Y3_Q9P104	DSP predicted	1	no
20565848	A0A140VJU7_A0A1W2PRA3	DSP predicted	1	no
20565848	A0A140VJU7_Q18PE1	DSP predicted	1	no
20565848	A0A140VJU7_Q8N1M3	DSP predicted	1	no
20565848	A0A1W2PRA3_C9J020	DSP predicted	1	no
20565848	A0A1W2PRA3_D3DSZ4	DSP predicted	1	no
20565848	A0A1W2PRA3_Q86UG4	DSP predicted	1	no
20565848	B3KP83_H3BQ19	DSP predicted	1	no
20565848	B3KP83_P16333	DSP predicted	1	no
20565848	B3KP83_P20936	DSP predicted	1	no
20565848	B3KP83_Q15256	DSP predicted	1	no
20565848	B3KP83_Q59GK3	DSP predicted	1	no
20565848	B3KP83_Q6PKX4	DSP predicted	1	no
20565848	B3KP83_Q7Z2V8	DSP predicted	1	no
20565848	B3KP83_Q8TEW6	DSP predicted	1	no
20565848	B3KP83_Q92835	DSP predicted	1	no
20565848	B3KP83_Q9P104	DSP predicted	1	no
20565848	B3KP83_Q9UN86	DSP predicted	1	no
20565848	B4DJN1_H3BQ19	DSP predicted	1	no
20565848	B4DJN1_P16333	DSP predicted	1	no
20565848	B4DJN1_P20936	DSP predicted	1	no
20565848	B4DJN1_Q15256	DSP predicted	1	no
20565848	B4DJN1_Q59GK3	DSP predicted	1	no
20565848	B4DJN1_Q6PKX4	DSP predicted	1	no
20565848	B4DJN1_Q7Z2V8	DSP predicted	1	no
20565848	B4DJN1_Q8TEW6	DSP predicted	1	no
20565848	B4DJN1_Q92835	DSP predicted	1	no
20565848	B4DJN1_Q9P104	DSP predicted	1	no
20565848	B4DJN1_Q9UN86	DSP predicted	1	no
20565848	B4DQ80_L7RTG7	DSP predicted	1	no
20565848	B4DQ80_Q6PKX4	DSP predicted	1	no
20565848	B4DQ80_Q8WU20	DSP predicted	1	no
20565848	B4DQ80_Q9P2X3	DSP predicted	1	no
20565848	B4DSS8_O15146	DSP predicted	1	no
20565848	B4DSS8_Q6PKX4	DSP predicted	1	no
20565848	B4DSU5_O15146	DSP predicted	1	no
20565848	B4DSU5_Q6PKX4	DSP predicted	1	no
20565848	B7Z7U4_O15146	DSP predicted	1	no
20565848	B7Z7U4_Q6PKX4	DSP predicted	1	no
20565848	B7Z7U4_Q9P104	DSP predicted	1	no
20565848	C9J020_Q18PE1	DSP predicted	1	no
20565848	C9J020_Q8N1M3	DSP predicted	1	no
20565848	D3DSZ4_Q18PE1	DSP predicted	1	no
20565848	D3DSZ4_Q8N1M3	DSP predicted	1	no
20565848	H3BQ19_P16333	DSP predicted	1	no
20565848	H3BQ19_P20936	DSP predicted	1	no
20565848	H3BQ19_Q14CB2	DSP predicted	1	no
20565848	H3BQ19_Q15256	DSP predicted	1	no
20565848	H3BQ19_Q2TA81	DSP predicted	1	no
20565848	H3BQ19_Q59GK3	DSP predicted	1	no
20565848	H3BQ19_Q6PKX4	DSP predicted	1	no
20565848	H3BQ19_Q7Z2V8	DSP predicted	1	no
20565848	H3BQ19_Q92835	DSP predicted	1	no
20565848	H3BQ19_Q99704	DSP predicted	1	no
20565848	H3BQ19_Q9P104	DSP predicted	1	no
20565848	H3BQ19_Q9UN86	DSP predicted	1	no
20565848	L7RTG7_P06753	DSP predicted	1	no
20565848	O15146_O95193	DSP predicted	1	no
20565848	O15146_Q16288	DSP predicted	1	no
20565848	O15146_Q6PKX4	DSP predicted	1	no
20565848	O15146_Q7RTV2	DSP predicted	1	no
20565848	O15146_Q96CY4	DSP predicted	1	no
20565848	O15146_Q9H8W4	DSP predicted	1	no
20565848	O15146_Q9UKA9	DSP predicted	1	no
20565848	O15146_X5D2R1	DSP predicted	1	no
20565848	O15146_X5D7M5	DSP predicted	1	no
20565848	O15146_X5DNW6	DSP predicted	1	no
20565848	O60760_P26599	DSP predicted	1	no
20565848	O60760_Q16288	DSP predicted	1	no
20565848	O60760_Q9UKA9	DSP predicted	1	no
20565848	O95193_Q6PKX4	DSP predicted	1	no
20565848	O95193_Q9P104	DSP predicted	1	no
20565848	P04629_P26599	DSP predicted	1	no
20565848	P04629_Q16288	DSP predicted	1	no
20565848	P04629_Q6PKX4	DSP predicted	1	no
20565848	P04629_Q9UKA9	DSP predicted	1	no
20565848	P06753_Q6PKX4	DSP predicted	1	no
20565848	P06753_Q8WU20	DSP predicted	1	no
20565848	P06753_Q9P2X3	DSP predicted	1	no
20565848	P08567_Q16288	DSP predicted	1	no
20565848	P16333_Q14CB2	DSP predicted	1	no
20565848	P16333_Q2TA81	DSP predicted	1	no
20565848	P16333_Q6PKX4	DSP predicted	1	no
20565848	P16333_Q8TEW6	DSP predicted	1	no
20565848	P16333_Q92835	DSP predicted	1	no
20565848	P16333_Q99704	DSP predicted	1	no
20565848	P16333_Q9P104	DSP predicted	1	no
20565848	P20783_Q16288	DSP predicted	1	no
20565848	P20783_Q2MHE5	IMEx curated		
20565848	P20783_Q6PKX4	IMEx curated		
20565848	P20936_Q14CB2	DSP predicted	1	no
20565848	P20936_Q2TA81	DSP predicted	1	no
20565848	P20936_Q6PKX4	DSP predicted	1	no
20565848	P20936_Q8TEW6	DSP predicted	1	no
20565848	P20936_Q92835	DSP predicted	1	no
20565848	P20936_Q99704	DSP predicted	1	no
20565848	P20936_Q9P104	DSP predicted	1	no
20565848	P26599_Q16288	DSP predicted	1	no
20565848	P26599_Q16620	DSP predicted	1	no
20565848	P26599_Q86UG4	DSP predicted	1	no
20565848	P29353_Q9P2X3	DSP predicted	1	no
20565848	Q14CB2_Q15256	DSP predicted	1	no
20565848	Q14CB2_Q59GK3	DSP predicted	1	no
20565848	Q14CB2_Q6PKX4	DSP predicted	1	no
20565848	Q14CB2_Q7Z2V8	DSP predicted	1	no
20565848	Q14CB2_Q8TEW6	DSP predicted	1	no
20565848	Q14CB2_Q92835	DSP predicted	1	no
20565848	Q14CB2_Q9P104	DSP predicted	1	no
20565848	Q14CB2_Q9UN86	DSP predicted	1	no
20565848	Q15256_Q2TA81	DSP predicted	1	no
20565848	Q15256_Q6PKX4	DSP predicted	1	no
20565848	Q15256_Q8TEW6	DSP predicted	1	no
20565848	Q15256_Q92835	DSP predicted	1	no
20565848	Q15256_Q99704	DSP predicted	1	no
20565848	Q15256_Q9P104	DSP predicted	1	no
20565848	Q16288_Q16620	DSP predicted	1	no
20565848	Q16288_Q6PKX4	predicted & curated	1	no
20565848	Q16288_Q86UG4	DSP predicted	1	no
20565848	Q16288_Q9P104	DSP predicted	1	no
20565848	Q16288_Q9UKA9	DSP predicted	1	no
20565848	Q16620_Q6PKX4	DSP predicted	1	no
20565848	Q16620_Q9P104	DSP predicted	1	no
20565848	Q16620_Q9UKA9	DSP predicted	1	no
20565848	Q18PE1_Q86UG4	DSP predicted	1	no
20565848	Q2MHE5_Q6VNS1	IMEx curated		
20565848	Q2TA81_Q59GK3	DSP predicted	1	no
20565848	Q2TA81_Q6PKX4	DSP predicted	1	no
20565848	Q2TA81_Q7Z2V8	DSP predicted	1	no
20565848	Q2TA81_Q8TEW6	DSP predicted	1	no
20565848	Q2TA81_Q92835	DSP predicted	1	no
20565848	Q2TA81_Q9P104	DSP predicted	1	no
20565848	Q2TA81_Q9UN86	DSP predicted	1	no
20565848	Q3T906_Q6PKX4	DSP predicted	1	no
20565848	Q548C2_Q6PKX4	DSP predicted	1	no
20565848	Q548C2_Q9P104	DSP predicted	1	no
20565848	Q59GK3_Q6PKX4	DSP predicted	1	no
20565848	Q59GK3_Q8TEW6	DSP predicted	1	no
20565848	Q59GK3_Q92835	DSP predicted	1	no
20565848	Q59GK3_Q99704	DSP predicted	1	no
20565848	Q59GK3_Q9P104	DSP predicted	1	no
20565848	Q5VWE5_Q6PKX4	DSP predicted	1	no
20565848	Q5VWE5_Q9P104	DSP predicted	1	no
20565848	Q6PKX4_Q7RTV2	DSP predicted	1	no
20565848	Q6PKX4_Q7Z2V8	DSP predicted	1	no
20565848	Q6PKX4_Q8TEW6	DSP predicted	1	no
20565848	Q6PKX4_Q92835	DSP predicted	1	no
20565848	Q6PKX4_Q96CY4	DSP predicted	1	no
20565848	Q6PKX4_Q99704	DSP predicted	1	no
20565848	Q6PKX4_Q9H8W4	DSP predicted	1	no
20565848	Q6PKX4_Q9P104	DSP predicted	1	no
20565848	Q6PKX4_Q9UKA9	DSP predicted	1	no
20565848	Q6PKX4_Q9UN86	DSP predicted	1	no
20565848	Q6PKX4_X5D2R1	DSP predicted	1	no
20565848	Q6PKX4_X5D7M5	DSP predicted	1	no
20565848	Q6PKX4_X5DNW6	DSP predicted	1	no
20565848	Q6PKX4_X5DR71	DSP predicted	1	no
20565848	Q7Z2V8_Q8TEW6	DSP predicted	1	no
20565848	Q7Z2V8_Q92835	DSP predicted	1	no
20565848	Q7Z2V8_Q99704	DSP predicted	1	no
20565848	Q7Z2V8_Q9P104	DSP predicted	1	no
20565848	Q86UG4_Q8N1M3	DSP predicted	1	no
20565848	Q86UG4_Q9UKA9	DSP predicted	1	no
20565848	Q8TEW6_Q92835	DSP predicted	1	no
20565848	Q8TEW6_Q99704	DSP predicted	1	no
20565848	Q8TEW6_Q9P104	DSP predicted	1	no
20565848	Q8TEW6_Q9UN86	DSP predicted	1	no
20565848	Q92835_Q99704	DSP predicted	1	no
20565848	Q92835_Q9P104	DSP predicted	1	no
20565848	Q92835_Q9UN86	DSP predicted	1	no
20565848	Q96CY4_Q9P104	DSP predicted	1	no
20565848	Q99704_Q9P104	DSP predicted	1	no
20565848	Q99704_Q9UN86	DSP predicted	1	no
20565848	Q9P104_Q9UN86	DSP predicted	1	no
20565848	Q9P104_X5D2R1	DSP predicted	1	no
20565848	Q9P104_X5D7M5	DSP predicted	1	no
20565848	Q9P104_X5DNW6	DSP predicted	1	no
20660480	A0A024QZQ1_A0A125SXW3	DSP predicted	0	no
20660480	A0A024QZQ1_A8KAF4	DSP predicted	0	no
20660480	A0A024QZQ1_D2KUA6	DSP predicted	0	no
20660480	A0A024QZQ1_E9PFX5	DSP predicted	0	no
20660480	A0A024QZQ1_G4XH65	DSP predicted	0	no
20660480	A0A024QZQ1_H0Y4W6	DSP predicted	0	no
20660480	A0A024QZQ1_P03372	DSP predicted	0	no
20660480	A0A024QZQ1_P37231	DSP predicted	0	no
20660480	A0A024QZQ1_Q09472	DSP predicted	0	no
20660480	A0A024QZQ1_Q4W448	DSP predicted	0	no
20660480	A0A024QZQ1_Q7RTV2	DSP predicted	0	no
20660480	A0A024QZQ1_Q7Z6C1	DSP predicted	0	no
20660480	A0A024QZQ1_Q9BWC9	DSP predicted	0	no
20660480	A0A024QZQ1_Q9UBT1	DSP predicted	0	no
20660480	A0A125SXW3_A8K128	DSP predicted	0	no
20660480	A0A125SXW3_B0QZ35	DSP predicted	0	no
20660480	A0A125SXW3_E9PC49	DSP predicted	0	no
20660480	A0A125SXW3_Q96EB6	DSP predicted	0	no
20660480	A8K128_A8KAF4	DSP predicted	0	no
20660480	A8K128_D2KUA6	DSP predicted	0	no
20660480	A8K128_E9PFX5	DSP predicted	0	no
20660480	A8K128_G4XH65	DSP predicted	0	no
20660480	A8K128_H0Y4W6	DSP predicted	0	no
20660480	A8K128_P03372	DSP predicted	0	no
20660480	A8K128_P37231	DSP predicted	0	no
20660480	A8K128_Q09472	DSP predicted	0	no
20660480	A8K128_Q4W448	DSP predicted	0	no
20660480	A8K128_Q7RTV2	DSP predicted	0	no
20660480	A8K128_Q7Z6C1	DSP predicted	0	no
20660480	A8K128_Q9BWC9	DSP predicted	0	no
20660480	A8K128_Q9UBT1	DSP predicted	0	no
20660480	A8KAF4_B0QZ35	DSP predicted	0	no
20660480	A8KAF4_E9PC49	DSP predicted	0	no
20660480	A8KAF4_Q96EB6	DSP predicted	0	no
20660480	B0QZ35_D2KUA6	DSP predicted	0	no
20660480	B0QZ35_E9PFX5	DSP predicted	0	no
20660480	B0QZ35_G4XH65	DSP predicted	0	no
20660480	B0QZ35_H0Y4W6	DSP predicted	0	no
20660480	B0QZ35_P03372	DSP predicted	0	no
20660480	B0QZ35_P37231	DSP predicted	0	no
20660480	B0QZ35_Q09472	DSP predicted	0	no
20660480	B0QZ35_Q4W448	DSP predicted	0	no
20660480	B0QZ35_Q7RTV2	DSP predicted	0	no
20660480	B0QZ35_Q7Z6C1	DSP predicted	0	no
20660480	B0QZ35_Q9BWC9	DSP predicted	0	no
20660480	B0QZ35_Q9UBT1	DSP predicted	0	no
20660480	D2KUA6_E9PC49	DSP predicted	0	no
20660480	D2KUA6_P09544	DSP predicted	0	no
20660480	D2KUA6_Q96EB6	DSP predicted	0	no
20660480	E9PC49_E9PFX5	DSP predicted	0	no
20660480	E9PC49_G4XH65	DSP predicted	0	no
20660480	E9PC49_H0Y4W6	DSP predicted	0	no
20660480	E9PC49_P03372	DSP predicted	0	no
20660480	E9PC49_P37231	DSP predicted	0	no
20660480	E9PC49_Q09472	DSP predicted	0	no
20660480	E9PC49_Q4W448	DSP predicted	0	no
20660480	E9PC49_Q7RTV2	DSP predicted	0	no
20660480	E9PC49_Q7Z6C1	DSP predicted	0	no
20660480	E9PC49_Q9BWC9	DSP predicted	0	no
20660480	E9PC49_Q9UBT1	DSP predicted	0	no
20660480	E9PFX5_P09544	DSP predicted	0	no
20660480	E9PFX5_Q96EB6	DSP predicted	0	no
20660480	G4XH65_Q96EB6	DSP predicted	0	no
20660480	H0Y4W6_Q96EB6	DSP predicted	0	no
20660480	P03372_Q96EB6	DSP predicted	0	no
20660480	P09544_P37231	DSP predicted	0	no
20660480	P09544_Q4W448	DSP predicted	0	no
20660480	P37231_Q96EB6	predicted & curated	0	no
20660480	Q09472_Q96EB6	predicted & curated	0	no
20660480	Q4W448_Q96EB6	DSP predicted	0	no
20660480	Q7RTV2_Q96EB6	DSP predicted	0	no
20660480	Q7Z6C1_Q96EB6	DSP predicted	0	no
20660480	Q96EB6_Q9BWC9	DSP predicted	0	no
20660480	Q96EB6_Q9UBT1	DSP predicted	0	no
20972224	B2R4R0_Q01094	DSP predicted	1	yes
20972224	B2R4R0_Q9BSD8	DSP predicted	1	yes
20972224	P23025_Q01831	DSP predicted	1	yes
20972224	P55055_Q01094	DSP predicted	1	yes
20972224	P55055_Q92830	DSP predicted	1	yes
20972224	P62805_Q01094	DSP predicted	1	yes
20972224	P62805_Q9BSD8	DSP predicted	1	yes
20972224	Q01094_Q02539	DSP predicted	1	yes
20972224	Q01094_Q92830	predicted & curated	1	yes
20972224	Q02539_Q9BSD8	DSP predicted	1	yes
21072212	A0A024R6K8_Q9HD26	DSP predicted	0	no
21072212	A0A024RBN1_O75385	DSP predicted	0	no
21072212	A0A090N900_O75385	DSP predicted	0	no
21072212	O70405_P27348	IMEx curated		
21072212	O70405_P42345	IMEx curated		
21072212	O70405_P54619	IMEx curated		
21072212	O70405_P54646	IMEx curated		
21072212	O70405_Q8N122	IMEx curated		
21072212	O70405_Q9Y478	IMEx curated		
21072212	O75385_P42345	DSP predicted	0	no
21072212	O75385_P54619	IMEx curated		
21072212	O75385_P54646	predicted & curated	0	no
21072212	O75385_Q13131	IMEx curated		
21072212	O75385_Q15382	DSP predicted	0	no
21072212	O75385_Q8N122	DSP predicted	0	no
21072212	O75385_Q8TDY2	DSP predicted	0	no
21072212	O75385_Q9Y478	predicted & curated	0	no
21072212	P23381_Q9HD26	DSP predicted	0	no
21072212	P27348_Q8N122	DSP predicted	0	no
21072212	P42345_P54646	DSP predicted	0	no
21072212	P42345_Q8N122	DSP predicted	0	no
21072212	P42345_Q9Y478	DSP predicted	0	no
21072212	P49815_Q8N122	DSP predicted	0	no
21072212	P54646_Q8N122	DSP predicted	0	no
21072212	Q13562_Q9HD26	DSP predicted	0	no
21072212	Q8N122_Q9Y478	DSP predicted	0	no
21311754	A0A024RAE4_A0A068F7M9	DSP predicted	5	yes
21311754	A0A024RAE4_B0LPE5	DSP predicted	5	yes
21311754	A0A024RAE4_B3KVH4	DSP predicted	5	yes
21311754	A0A024RAE4_I3L4C2	DSP predicted	5	yes
21311754	A0A024RAE4_P31749	DSP predicted	5	yes
21311754	A0A024RAE4_P49841	DSP predicted	5	yes
21311754	A0A024RAE4_Q6FI27	DSP predicted	5	yes
21311754	A0A024RAE4_Q9NPB6	DSP predicted	5	yes
21311754	A0A024RAE4_Q9UJX2	DSP predicted	5	yes
21311754	A0A024RAE4_Q9UQB8	DSP predicted	5	yes
21311754	A0A024RAE4_Q9Y613	DSP predicted	5	yes
21311754	A0A024RAE6_A0A068F7M9	DSP predicted	5	yes
21311754	A0A024RAE6_B0LPE5	DSP predicted	5	yes
21311754	A0A024RAE6_B3KVH4	DSP predicted	5	yes
21311754	A0A024RAE6_I3L4C2	DSP predicted	5	yes
21311754	A0A024RAE6_P31749	DSP predicted	5	yes
21311754	A0A024RAE6_P49841	DSP predicted	5	yes
21311754	A0A024RAE6_Q6FI27	DSP predicted	5	yes
21311754	A0A024RAE6_Q9NPB6	DSP predicted	5	yes
21311754	A0A024RAE6_Q9UJX2	DSP predicted	5	yes
21311754	A0A024RAE6_Q9UQB8	DSP predicted	5	yes
21311754	A0A024RAE6_Q9Y613	DSP predicted	5	yes
21311754	A0A024RC65_Q92845	DSP predicted	5	yes
21311754	A0A024RC65_Q9NR80	DSP predicted	5	yes
21311754	A0A024RC65_Q9NTG0	DSP predicted	5	yes
21311754	A0A068F7M9_B0LPE5	DSP predicted	5	yes
21311754	A0A068F7M9_B3KVH4	DSP predicted	5	yes
21311754	A0A068F7M9_B3KXJ4	DSP predicted	5	yes
21311754	A0A068F7M9_C9J1X3	DSP predicted	5	yes
21311754	A0A068F7M9_P31749	DSP predicted	5	yes
21311754	A0A068F7M9_P49841	DSP predicted	5	yes
21311754	A0A068F7M9_P60953	DSP predicted	5	yes
21311754	A0A068F7M9_Q07912	DSP predicted	5	yes
21311754	A0A068F7M9_Q6FI27	DSP predicted	5	yes
21311754	A8K5M4_I3L4C2	DSP predicted	5	yes
21311754	A8K5M4_Q9UJX2	DSP predicted	5	yes
21311754	A8K5M4_Q9UQB8	DSP predicted	5	yes
21311754	B0LPE5_I3L4C2	DSP predicted	5	yes
21311754	B0LPE5_P60953	DSP predicted	5	yes
21311754	B0LPE5_Q9NPB6	DSP predicted	5	yes
21311754	B0LPE5_Q9UJX2	DSP predicted	5	yes
21311754	B0LPE5_Q9UQB8	DSP predicted	5	yes
21311754	B0LPE5_Q9Y613	DSP predicted	5	yes
21311754	B2RTY4_P60953	IMEx curated		
21311754	B3KVH4_I3L4C2	DSP predicted	5	yes
21311754	B3KVH4_P60953	DSP predicted	5	yes
21311754	B3KVH4_Q9NPB6	DSP predicted	5	yes
21311754	B3KVH4_Q9UJX2	DSP predicted	5	yes
21311754	B3KVH4_Q9UQB8	DSP predicted	5	yes
21311754	B3KVH4_Q9Y613	DSP predicted	5	yes
21311754	B3KXJ4_I3L4C2	DSP predicted	5	yes
21311754	B3KXJ4_Q9NPB6	DSP predicted	5	yes
21311754	B3KXJ4_Q9UJX2	DSP predicted	5	yes
21311754	B3KXJ4_Q9UQB8	DSP predicted	5	yes
21311754	B3KXJ4_Q9Y613	DSP predicted	5	yes
21311754	C9J1X3_I3L4C2	DSP predicted	5	yes
21311754	C9J1X3_Q9NPB6	DSP predicted	5	yes
21311754	C9J1X3_Q9UJX2	DSP predicted	5	yes
21311754	C9J1X3_Q9UQB8	DSP predicted	5	yes
21311754	C9J1X3_Q9Y613	DSP predicted	5	yes
21311754	I3L4C2_P31749	DSP predicted	5	yes
21311754	I3L4C2_P49841	DSP predicted	5	yes
21311754	I3L4C2_P60953	DSP predicted	5	yes
21311754	I3L4C2_Q07912	DSP predicted	5	yes
21311754	I3L4C2_Q13177	DSP predicted	5	yes
21311754	I3L4C2_Q6FI27	DSP predicted	5	yes
21311754	O00401_P60953	IMEx curated		
21311754	O00401_Q9UQB8	DSP predicted	5	yes
21311754	O60343_P60953	IMEx curated		
21311754	O75569_P60953	IMEx curated		
21311754	P25054_P60953	IMEx curated		
21311754	P25054_P63000	IMEx curated		
21311754	P31321_P60953	IMEx curated		
21311754	P31749_P60953	DSP predicted	5	yes
21311754	P31749_Q9NPB6	DSP predicted	5	yes
21311754	P31749_Q9UJX2	DSP predicted	5	yes
21311754	P31749_Q9UQB8	DSP predicted	5	yes
21311754	P31749_Q9Y613	DSP predicted	5	yes
21311754	P33993_P60953	IMEx curated		
21311754	P43686_P60953	IMEx curated		
21311754	P46940_Q92845	DSP predicted	5	yes
21311754	P46940_Q9NR80	DSP predicted	5	yes
21311754	P46940_Q9NTG0	DSP predicted	5	yes
21311754	P49841_P60953	DSP predicted	5	yes
21311754	P49841_Q9NPB6	DSP predicted	5	yes
21311754	P49841_Q9UJX2	DSP predicted	5	yes
21311754	P49841_Q9UQB8	DSP predicted	5	yes
21311754	P49841_Q9Y613	DSP predicted	5	yes
21311754	P60953_Q03188	IMEx curated		
21311754	P60953_Q07912	IMEx curated		
21311754	P60953_Q13177	IMEx curated		
21311754	P60953_Q15326	IMEx curated		
21311754	P60953_Q15853	IMEx curated		
21311754	P60953_Q3UPH7	IMEx curated		
21311754	P60953_Q49A26	IMEx curated		
21311754	P60953_Q58EX7	IMEx curated		
21311754	P60953_Q69ZI1	IMEx curated		
21311754	P60953_Q6FHL8	IMEx curated		
21311754	P60953_Q6FI27	DSP predicted	5	yes
21311754	P60953_Q7Z7B0	IMEx curated		
21311754	P60953_Q8CIN4	IMEx curated		
21311754	P60953_Q8N3R9	IMEx curated		
21311754	P60953_Q8WTW3	IMEx curated		
21311754	P60953_Q92743	IMEx curated		
21311754	P60953_Q96S59	IMEx curated		
21311754	P60953_Q9BYE7	IMEx curated		
21311754	P60953_Q9BYX2	IMEx curated		
21311754	P60953_Q9HCU9	IMEx curated		
21311754	P60953_Q9NPB6	predicted & curated	5	yes
21311754	P60953_Q9NR81	IMEx curated		
21311754	P60953_Q9NRY4	IMEx curated		
21311754	P60953_Q9UJX2	predicted & curated	5	yes
21311754	P60953_Q9UQB8	predicted & curated	5	yes
21311754	P60953_Q9Y613	predicted & curated	5	yes
21311754	Q07912_Q9NPB6	DSP predicted	5	yes
21311754	Q07912_Q9UJX2	DSP predicted	5	yes
21311754	Q07912_Q9UQB8	DSP predicted	5	yes
21311754	Q07912_Q9Y613	DSP predicted	5	yes
21311754	Q13177_Q9UJX2	DSP predicted	5	yes
21311754	Q13177_Q9UQB8	DSP predicted	5	yes
21311754	Q6FI27_Q9NPB6	DSP predicted	5	yes
21311754	Q6FI27_Q9UJX2	DSP predicted	5	yes
21311754	Q6FI27_Q9UQB8	DSP predicted	5	yes
21311754	Q6FI27_Q9Y613	DSP predicted	5	yes
21311754	Q92845_Q9NR80	DSP predicted	5	yes
21311754	Q92845_Q9NTG0	DSP predicted	5	yes
21311754	Q9NPB6_Q9UJX2	DSP predicted	5	yes
21455491	A0A024R2K1_A0A024R730	DSP predicted	0	no
21455491	A0A024R2K1_P13569	DSP predicted	0	no
21455491	A0A024R5Z8_A0A024R730	DSP predicted	0	no
21455491	A0A024R5Z8_P13569	DSP predicted	0	no
21455491	A0A024R730_A0A140VJZ1	DSP predicted	0	no
21455491	A0A024R730_P20339	DSP predicted	0	no
21455491	A0A024R730_P22681	DSP predicted	0	no
21455491	A0A024R730_P45974	DSP predicted	0	no
21455491	A0A024R730_P62491	DSP predicted	0	no
21455491	A0A024R730_Q14694	DSP predicted	0	no
21455491	A0A024R730_Q70CQ2	DSP predicted	0	no
21455491	A0A024R730_Q9UJD0	DSP predicted	0	no
21455491	A0A140VJZ1_P13569	DSP predicted	0	no
21455491	P13569_P20339	predicted & curated	0	no
21455491	P13569_P22681	DSP predicted	0	no
21455491	P13569_P45974	DSP predicted	0	no
21455491	P13569_P51149	IMEx curated		
21455491	P13569_P62491	predicted & curated	0	no
21455491	P13569_Q13283	DSP predicted	0	no
21455491	P13569_Q14694	predicted & curated	0	no
21455491	P13569_Q70CQ2	DSP predicted	0	no
21455491	P13569_Q8NFA0	DSP predicted	0	no
21455491	P13569_Q9UJD0	DSP predicted	0	no
21455491	Q13283_Q14694	predicted & curated	0	no
21455491	Q13283_Q8NFA0	DSP predicted	0	no
21455491	Q14694_Q5U0Q1	DSP predicted	0	no
21455491	Q14694_Q6ZP53	DSP predicted	0	no
21750715	A0A024R110_A0A024R1U4	DSP predicted	0	no
21750715	A0A024R110_A0A024RCP3	DSP predicted	0	no
21750715	A0A024R110_P51148	DSP predicted	0	no
21750715	A0A024R110_Q12899	DSP predicted	0	no
21750715	A0A024R110_Q5T280	DSP predicted	0	no
21750715	A0A024R110_Q9BTV6	DSP predicted	0	no
21750715	A0A024R1U4_A0A024RCP3	DSP predicted	0	no
21750715	A0A024R1U4_A0A1B0GW41	DSP predicted	0	no
21750715	A0A024R1U4_P32298	DSP predicted	0	no
21750715	A0A024R1U4_Q12899	DSP predicted	0	no
21750715	A0A024R1U4_Q15038	DSP predicted	0	no
21750715	A0A024R1U4_Q5T280	DSP predicted	0	no
21750715	A0A024R1U4_Q8WYH8	DSP predicted	0	no
21750715	A0A024R1U4_Q9BTV6	DSP predicted	0	no
21750715	A0A024R1U4_Q9BY78	DSP predicted	0	no
21750715	A0A024RCP3_A0A1B0GW41	DSP predicted	0	no
21750715	A0A024RCP3_P32298	DSP predicted	0	no
21750715	A0A024RCP3_P51148	DSP predicted	0	no
21750715	A0A024RCP3_Q15038	DSP predicted	0	no
21750715	A0A024RCP3_Q5T280	DSP predicted	0	no
21750715	A0A024RCP3_Q8WYH8	DSP predicted	0	no
21750715	A0A024RCP3_Q9BTV6	DSP predicted	0	no
21750715	A0A024RCP3_Q9BY78	DSP predicted	0	no
21750715	A0A140VJG0_A0A1B0GW41	DSP predicted	0	no
21750715	A0A140VJG0_Q0VD86	DSP predicted	0	no
21750715	A0A140VJG0_Q8WYH8	DSP predicted	0	no
21750715	A0A1B0GW41_P51148	DSP predicted	0	no
21750715	A0A1B0GW41_P78396	DSP predicted	0	no
21750715	A0A1B0GW41_Q0VD86	DSP predicted	0	no
21750715	A0A1B0GW41_Q12899	DSP predicted	0	no
